Artikelnummer;Bestand;Reserviert
104827;11;0
104828;9;0
104829;1;0
104830;5;0
104831;4;0
104832;5;0
104833;8;0
104834;30;0
104835;0;0
104836;0;0
104837;0;0
104838;0;0
104840;0;0
104841;0;0
104842;0;0
104843;47;7
104844;303;12
104845;68;7
104846;43;0
104847;0;0
104848;10;2
104849;1;0
104850;10;0
104851;7;0
104852;16;0
104853;6;0
104854;1;0
104855;0;0
104856;0;0
104857;0;0
104858;33;0
104859;44;0
104860;10;0
104861;4;0
104862;3;0
104863;8;0
104864;0;0
104865;0;0
104866;33;0
104867;0;0
104870;24;0
104871;3;2
104872;1;0
104873;17;0
104874;11;0
104875;4;0
104876;20;0
104877;4;0
104878;2;0
104879;2;0
104880;2;0
104881;0;0
104882;0;0
104883;4;0
104884;5;0
104885;6;0
104886;0;0
104887;0;0
104888;0;0
104889;22;0
104890;0;0
104891;0;0
104892;0;0
104893;2;0
104894;0;0
104895;0;0
104896;0;0
104897;0;0
104898;0;0
104899;0;0
104900;0;0
104901;0;0
104902;0;0
104904;7;0
104905;3;0
104906;1;0
104907;11;0
104908;8;0
104909;10;0
104910;17;0
104912;3;0
104913;6;0
104914;6;0
104915;4;0
104916;2;0
104917;4;0
104918;6;0
104919;5;0
104920;15;0
104921;11;0
104922;22;0
104923;2;0
104924;7;0
104925;8;0
104926;26;0
104927;3;0
104928;25;0
104929;4;0
104930;0;0
104931;0;0
104932;0;0
104933;0;0
104934;0;0
104935;0;0
104936;0;0
104937;0;0
104938;0;0
104939;15;0
104940;0;0
104941;0;0
104942;5;0
104943;2;0
104945;0;0
104946;0;0
104947;11;0
104948;2;0
104949;0;0
104950;4;0
104951;17;0
104952;14;0
104953;0;0
104954;16;0
104955;12;0
104956;6;0
104957;11;0
104958;2;0
104959;7;0
104960;4;0
104961;22;0
104962;0;0
104963;0;0
104965;0;0
104966;0;0
104967;0;0
104969;46;0
104970;5;0
104971;1;0
104972;18;0
104973;9;0
104974;3;0
104978;0;0
104979;0;0
104980;2;0
104981;0;0
104982;1;0
104983;0;0
104984;0;0
104985;0;0
104986;0;0
104987;0;0
104988;3;0
104989;2;0
104990;0;0
104991;0;0
104992;19;0
104993;8;0
104994;0;0
104995;0;0
104996;11;0
104997;7;0
104998;10;0
104999;3;0
105000;10;0
105001;0;0
105002;16;0
105003;1;0
105004;0;0
105005;15;0
105006;0;0
105007;0;0
105008;0;0
105009;0;0
105010;13;0
105011;2;0
105012;0;0
105013;12;0
105014;2;0
105015;5;0
105016;1;0
105017;0;0
105018;6;0
105019;3;0
105020;7;0
105021;7;0
105022;1;0
105023;6;0
105024;6;0
105025;6;0
105026;2;0
105027;2;0
105028;2;0
105029;2;0
105030;0;0
105031;2;0
105032;1;0
105033;1;0
105034;4;0
105035;7;0
105036;5;0
105037;14;0
105038;2;0
105039;4;0
105040;13;0
105041;6;0
105042;1;0
105043;1;0
105044;1;0
105045;2;0
105046;0;0
105047;1;0
105048;3;0
105049;1;0
105050;4;0
105051;8;0
105052;4;0
105053;4;0
105054;4;0
105055;7;0
105056;8;0
105057;2;0
105058;2;0
105059;1;0
105060;0;0
105061;0;0
105062;0;0
105063;2;0
105064;1;0
105065;2;0
105066;6;0
105067;5;0
105068;6;0
105069;5;0
105070;0;0
105071;6;0
105072;5;0
105073;6;0
105074;1;0
105075;1;0
105076;2;0
105077;2;0
105078;0;0
105079;7;0
105080;2;0
105081;3;0
105082;5;0
105083;3;0
105084;5;0
105085;5;0
105086;0;0
105087;8;0
105088;21;0
105089;10;0
105090;2;0
105091;2;0
105092;1;0
105093;1;0
105094;0;0
105095;4;0
105096;5;0
105097;3;0
105098;8;0
105099;3;0
105100;1;0
105101;6;0
105102;10;0
105103;7;0
105104;13;0
105105;7;0
105106;2;0
105107;3;0
105108;1;0
105109;0;0
105110;8;0
105111;8;0
105112;5;0
105113;1;0
105114;5;0
105115;6;0
105116;5;0
105117;5;0
105118;4;0
105119;5;0
105120;5;0
105121;4;0
105122;3;0
105123;2;0
105124;2;0
105125;2;0
105126;1;0
105127;2;0
105128;2;0
105129;1;0
105130;4;0
105131;7;0
105132;7;0
105133;6;0
105134;6;0
105135;4;0
105136;7;0
105137;5;0
105138;1;0
105139;3;0
105140;2;0
105141;1;0
105142;0;0
105143;1;0
105144;2;0
105145;2;0
105146;4;0
105147;8;0
105148;5;0
105149;6;0
105150;4;0
105151;6;0
105152;7;0
105153;9;0
105154;2;0
105155;3;0
105156;0;0
105157;2;0
105158;1;0
105159;1;0
105160;1;0
105161;1;0
105162;0;0
105163;0;0
105164;0;0
105165;0;0
105166;0;0
105167;15;0
105168;0;0
105169;1;0
105170;0;0
105171;0;0
105172;0;0
105173;0;0
105174;0;0
105175;2;0
105176;0;0
105177;0;0
105178;0;0
105179;0;0
105180;0;0
105181;0;0
105182;0;0
105183;16;0
105184;6;0
105185;0;0
105186;0;0
105187;0;0
105188;0;0
105189;0;0
105190;0;0
105191;3;0
105192;0;0
105193;0;0
105194;41;0
105196;0;0
105197;14;0
105198;0;0
105200;0;0
105201;0;0
105202;0;0
105203;5;0
105204;0;0
105205;1;0
105206;0;0
105207;11;0
105208;6;0
105209;7;0
105210;8;0
105211;7;0
105212;6;0
105213;34;0
105214;3;0
105215;2;0
105216;7;0
105217;5;0
105218;10;0
105221;0;0
105223;0;0
105225;12;0
105226;7;0
105227;39;0
105228;9;0
105229;0;0
105230;0;0
105231;0;0
105232;0;0
105233;16;0
105234;13;0
105235;18;0
105236;4;0
105237;0;0
105238;0;0
105239;0;0
105240;0;0
105241;0;0
105242;0;0
105243;0;0
105244;5;0
105245;0;0
105246;0;0
105247;0;0
105248;17;0
105250;9;0
105251;4;0
105252;0;0
105253;8;0
105254;4;0
105255;17;0
105257;9;0
105260;7;1
105261;7;0
105262;0;0
105263;0;0
105264;0;0
105265;0;0
105266;0;0
105267;0;0
105268;0;0
105269;0;0
105270;0;0
105271;0;0
105272;0;0
105273;0;0
105274;0;0
105275;0;0
105276;0;0
105277;13;0
105278;20;0
105279;6;0
105280;33;0
105281;23;0
105282;0;0
105283;9;0
105284;0;0
105285;4;0
105286;2;0
105287;5;0
105288;16;0
105289;9;0
105290;7;0
105291;11;0
105292;2;0
105293;14;0
105294;0;0
105295;0;0
105296;0;0
105297;10;0
105298;2;0
105299;1;0
105300;3;0
105301;5;0
105302;0;0
105303;18;0
105305;4;0
105306;3;0
105307;5;0
105308;1;0
105309;15;0
105310;7;0
105314;0;0
105315;0;0
105316;0;0
105317;4;0
105318;13;0
105319;2;0
105320;1;0
105321;0;0
105322;0;0
105324;49;0
105326;4;0
105327;8;0
105328;39;0
105330;0;0
105331;0;0
105332;0;0
105333;0;0
105334;6;2
105335;1;1
105336;12;0
105337;4;1
105338;12;0
105339;8;0
105340;5;0
105341;0;0
105342;6;0
105343;0;0
105344;1;0
105345;2;0
105346;7;0
105347;39;0
105348;4;0
105350;2;0
105351;16;0
105352;0;0
105353;0;0
105355;15;0
105356;12;0
105357;40;0
105358;23;0
105359;0;0
105360;27;0
105361;0;0
105362;0;0
105363;0;0
105364;0;0
105365;0;0
105366;0;0
105367;0;0
105368;42;0
105369;16;0
105370;0;0
105371;3;0
105372;3;0
105373;5;0
105374;3;0
105375;11;0
105376;24;0
105377;11;0
105378;8;0
105379;31;0
105380;31;0
105381;64;0
105382;4;0
105383;2;0
105384;6;0
105385;4;0
105386;7;0
105387;4;0
105388;16;0
105389;4;0
105390;0;0
105391;2;0
105392;0;0
105393;0;0
105394;0;0
105395;3;0
105396;12;0
105397;1;0
105398;27;0
105399;13;0
105401;5;0
105402;1;0
105403;2;0
105404;2;0
105405;0;0
105406;0;0
105407;58;0
105408;20;0
105409;34;0
105410;6;0
105414;53;0
105417;9;0
105418;1;0
105419;1;0
105420;4;0
105421;0;0
105422;0;0
105423;0;0
105424;0;0
105425;45;0
105426;2;0
105427;0;0
105428;0;0
105429;0;0
105430;0;0
105432;0;0
105433;1;0
105434;15;0
105435;2;0
105436;10;0
105437;19;0
105438;19;0
105439;9;0
105440;10;0
105441;4;0
105442;0;0
105443;9;0
105444;4;0
105445;1;0
105446;83;0
105447;15;0
105448;0;0
105449;1;0
105450;10;0
105451;0;0
105452;0;0
105453;3;0
105454;4;0
105457;4;0
105459;13;0
105460;134;7
105461;103;7
105462;21;0
105463;13;0
105465;3;0
105466;2;0
105467;14;0
105468;4;0
105469;17;0
105470;7;0
105471;13;0
105472;12;0
105473;0;0
105474;0;0
105475;0;0
105476;0;0
105477;0;0
105481;10;0
105482;3;0
105483;9;0
105484;2;0
105485;12;0
105486;0;0
105487;2;0
105488;3;0
105489;0;0
105490;5;0
105491;1;0
105492;1;0
105493;2;0
105494;1;0
105495;72;0
105496;0;0
105497;0;0
105498;1;0
105499;1;0
105500;2;0
105501;1;0
105502;0;0
105503;2;0
105504;4;0
105505;8;0
105506;17;0
105507;3;0
105508;5;0
105509;6;0
105510;5;0
105511;7;0
105512;8;0
105513;3;0
105514;3;0
105515;20;0
105516;5;0
105517;11;0
105519;20;0
105520;18;0
105521;8;0
105522;8;0
105523;4;0
105524;6;0
105525;7;0
105530;9;0
105531;7;0
105532;3;0
105533;1;0
105534;4;0
105535;17;0
105537;11;0
105538;9;0
105541;24;0
105542;46;0
105543;7;0
105544;1;0
105545;1;0
105547;0;0
105548;0;0
105549;0;0
105550;0;0
105551;0;0
105552;0;0
105553;0;0
105554;0;0
105555;8;0
105556;0;0
105557;0;0
105558;0;0
105559;0;0
105560;0;0
105561;0;0
105562;3;3
105563;0;0
105564;0;0
105565;0;0
105566;0;0
105567;0;0
105568;0;0
105569;4;0
105570;15;0
105571;18;0
105573;0;0
105574;0;0
105575;0;0
105576;2;0
105577;1;0
105578;0;0
105579;0;0
105580;6;0
105581;0;0
105582;0;0
105583;0;0
105584;0;0
105586;31;0
105587;8;0
105588;13;0
105589;4;0
105590;1;0
105591;1;0
105592;3;0
105593;2;0
105594;4;1
105595;25;0
105598;4;0
105599;6;0
105600;8;0
105601;4;0
105604;6;0
105605;2;0
105606;0;0
105607;3;0
105608;6;0
105609;4;0
105610;7;0
105611;4;0
105612;8;0
105613;3;0
105614;7;1
105615;3;3
105616;37;0
105617;19;0
105618;23;0
105622;4;0
105624;0;0
105625;0;0
105626;11;0
105627;2;0
105628;7;0
105629;4;0
105630;7;0
105631;4;0
105632;4;0
105633;2;0
105634;0;0
105635;0;0
105636;6;0
105637;8;0
105638;5;0
105639;8;0
105640;27;0
105641;0;0
105642;10;0
105643;3;0
105644;11;0
105645;3;0
105646;34;0
105647;5;0
105648;0;0
105650;17;0
105651;48;0
105652;8;0
105653;1;0
105657;3;0
105658;18;0
105659;15;0
105660;0;0
105661;0;0
105665;5;0
105666;7;0
105667;6;0
105668;0;0
105669;0;0
105670;0;0
105671;0;0
105672;0;0
105673;0;0
105674;0;0
105675;0;0
105676;0;0
105677;8;0
105678;4;0
105679;0;0
105680;5;0
105681;15;0
105682;36;0
105683;0;0
105684;11;0
105685;7;0
105686;40;0
105687;17;0
105688;3;0
105689;0;0
105690;25;0
105691;5;0
105694;6;0
105695;12;0
105696;1;0
105697;3;0
105698;4;0
105699;7;0
105700;0;0
105701;3;0
105702;4;0
105703;14;0
105704;0;0
105705;28;0
105706;34;0
105707;40;0
105708;29;0
105709;27;0
105710;29;0
105711;19;0
105712;17;0
105713;9;0
105715;5;0
105716;5;0
105718;0;0
105719;0;0
105720;0;0
105723;43;0
105724;25;0
105725;0;0
105726;0;0
105727;7;0
105728;4;0
105729;1;0
105730;16;0
105731;6;0
105732;0;0
105733;10;0
105734;9;0
105735;0;0
105736;2;0
105737;7;0
105738;13;0
105739;8;0
105740;5;0
105741;1;0
105744;17;0
105745;5;0
105746;0;0
105747;0;0
105748;0;0
105749;3;0
105750;0;0
105751;0;0
105752;7;0
105753;0;0
105754;0;0
105755;0;0
105756;0;0
105757;0;0
105758;2;0
105759;8;0
105760;12;0
105761;4;0
105762;6;0
105763;48;0
105764;0;0
105765;0;0
105766;0;0
105767;0;0
105768;0;0
105769;0;0
105770;0;0
105771;0;0
105772;33;0
105775;0;0
105776;0;0
105777;0;0
105778;14;0
105779;19;0
105780;9;0
105781;0;0
105782;15;0
105783;24;0
105784;10;0
105785;10;0
105786;7;0
105787;26;0
105788;10;0
105789;1;0
105790;0;0
105791;9;0
105792;13;0
105793;2;2
105794;13;0
105795;4;0
105796;23;0
105797;12;0
105798;0;0
105799;7;0
105800;2;0
105801;19;0
105802;18;0
105803;6;0
105804;1;0
105805;3;0
105806;1;0
105808;5;0
105809;5;0
105810;2;0
105811;5;0
105812;0;0
105813;4;0
105814;0;0
105815;3;0
105816;5;0
105818;0;0
105819;11;0
105820;18;0
105821;2;0
105822;15;0
105823;2;0
105824;3;0
105825;8;0
105826;6;0
105827;20;0
105828;22;0
105829;6;0
105830;9;0
105831;5;0
105832;10;0
105833;10;0
105834;25;0
105835;10;0
105836;30;4
105837;12;0
105838;13;4
105839;15;0
105840;39;0
105841;5;0
105842;2;0
105843;9;0
105844;21;0
105845;23;0
105846;0;0
105847;10;0
105848;4;0
105849;0;0
105850;0;0
105851;7;0
105852;15;0
105853;6;0
105854;15;0
105855;13;0
105856;5;0
105857;6;0
105858;33;0
105859;0;0
105860;0;0
105861;0;0
105862;0;0
105863;0;0
105864;0;0
105865;0;0
105866;0;0
105867;0;0
105868;0;0
105869;0;0
105870;0;0
105871;0;0
105873;0;0
105874;0;0
105875;0;0
105879;0;0
105880;0;0
105881;0;0
105882;0;0
105883;57;0
105884;18;0
105885;63;0
105886;5;1
105887;3;0
105888;6;0
105889;5;0
105890;3;0
105891;0;0
105893;0;0
105894;5;0
105895;9;0
105896;9;2
105897;0;0
105898;5;0
105899;6;0
105900;8;0
105901;2;0
105903;0;0
105905;5;0
105906;2;0
105908;7;0
105909;11;0
105910;3;0
105911;6;0
105912;0;0
105913;9;0
105914;19;0
105915;6;0
105916;2;0
105917;0;0
105918;0;0
105919;4;0
105920;3;0
105925;0;0
105926;12;0
105927;2;0
105929;26;0
105930;3;0
105931;5;0
105932;0;0
105933;0;0
105934;7;0
105935;0;0
105936;0;0
105938;4;0
105939;3;0
105940;1;0
105941;5;0
105942;6;0
105943;9;0
105944;8;0
105945;7;0
105946;5;0
105947;0;0
105948;14;0
105949;6;0
105950;2;0
105951;16;0
105954;2;0
105955;3;0
105956;0;0
105958;0;0
105959;3;0
105960;8;0
105961;1;0
105962;5;0
105963;11;0
105964;21;0
105965;1;0
105966;5;0
105967;2;0
105968;0;0
105969;2;0
105971;28;0
105972;14;0
105973;2;0
105974;17;0
105975;2;0
105976;1;0
105977;24;0
105978;18;0
105979;15;0
105980;2;0
105982;24;0
105983;12;0
105984;4;0
105985;9;0
105986;11;0
105987;1;0
105988;19;0
105989;3;0
105990;4;0
105995;3;0
105996;9;0
105997;13;0
105998;3;0
105999;9;0
106002;0;0
106003;5;0
106005;21;0
106006;36;0
106007;36;0
106008;4;0
106009;1;0
106010;3;0
106011;11;0
106012;2;0
106013;2;0
106014;0;0
106015;7;0
106016;1;0
106017;4;0
106018;1;0
106019;0;0
106020;13;0
106021;16;0
106022;27;0
106023;4;0
106025;38;0
106027;2;0
106028;3;0
106029;5;0
106030;3;0
106031;5;0
106032;3;0
106033;0;0
106034;5;0
106035;6;0
106036;5;0
106037;3;0
106038;8;0
106039;12;0
106040;1;0
106041;16;0
106042;1;0
106049;2;0
106050;5;0
106051;2;0
106052;4;0
106053;0;0
106054;15;0
106055;3;0
106056;2;0
106058;8;0
106059;22;0
106060;0;0
106061;53;0
106062;1;0
106063;0;0
106066;2;0
106067;0;0
106069;0;0
106070;0;0
106071;47;0
106072;37;0
106074;13;0
106075;4;0
106076;8;0
106077;1;0
106078;0;0
106079;3;0
106080;0;0
106081;0;0
106082;20;0
106083;15;0
106084;2;0
106085;6;0
106086;2;0
106087;12;0
106088;7;0
106089;23;0
106090;0;0
106091;1;0
106092;1;0
106093;16;0
106094;1;0
106095;6;0
106096;0;0
106097;8;0
106098;1;0
106099;20;0
106100;5;0
106101;1;0
106102;20;0
106103;5;0
106104;1;0
106105;14;0
106106;20;0
106109;1;0
106110;10;0
106113;5;0
106114;2;0
106115;5;0
106116;1;0
106117;3;0
106118;14;0
106119;6;0
106120;7;0
106121;7;0
106122;5;0
106123;0;0
106124;5;0
106125;14;0
106126;11;0
106127;0;0
106128;11;0
106129;2;0
106130;4;0
106131;2;0
106132;1;0
106133;0;0
106134;4;0
106135;0;0
106138;1;0
106139;4;0
106140;0;0
106141;1;0
106142;2;0
106147;5;0
106148;2;0
106149;4;0
106150;8;0
106151;10;0
106152;5;0
106153;7;0
106154;6;0
106155;10;0
106156;3;0
106157;9;0
106158;1;0
106160;5;0
106161;18;0
106162;18;0
106163;11;0
106164;17;0
106165;8;0
106166;8;0
106167;10;0
106168;1;0
106169;8;0
106170;8;0
106171;9;0
106172;0;0
106173;26;0
106174;47;0
106175;12;0
106176;7;0
106177;0;0
106178;2;0
106180;11;0
106181;8;0
106182;1;0
106183;2;0
106184;3;0
106185;5;0
106186;6;0
106187;1;0
106188;5;0
106189;5;0
106190;5;0
106192;0;0
106193;0;0
106194;0;0
106195;0;0
106196;0;0
106197;0;0
106198;0;0
106199;0;0
106200;0;0
106201;0;0
106202;0;0
106203;0;0
106204;0;0
106205;0;0
106206;0;0
106207;0;0
106208;0;0
106209;0;0
106210;0;0
106211;0;0
106212;0;0
106213;0;0
106214;4;0
106215;9;0
106216;7;0
106217;0;0
106218;0;0
106219;1;0
106220;0;0
106221;2;0
106222;0;0
106223;0;0
106225;0;0
106226;0;0
106227;0;0
106228;0;0
106229;0;0
106230;0;0
106231;2;0
106232;0;0
106233;2;0
106234;0;0
106235;0;0
106236;0;0
106237;0;0
106238;0;0
106239;16;0
106240;5;0
106241;2;0
106242;10;0
106243;22;0
106244;2;0
106245;23;0
106246;0;0
106247;14;0
106248;15;0
106249;3;0
106251;1;0
106252;4;0
106253;4;0
106254;2;0
106255;2;0
106256;28;0
106257;5;0
106258;10;0
106263;62;0
106264;31;0
106265;5;0
106266;19;0
106267;17;0
106268;11;0
106269;9;0
106270;30;0
106273;15;0
106274;14;0
106275;6;0
106276;40;0
106277;5;0
106278;23;0
106279;0;0
106280;5;0
106281;6;0
106282;2;0
106290;0;0
106291;1;0
106292;7;0
106294;2;0
106295;8;0
106298;8;0
106301;13;0
106302;2;0
106303;1;0
106304;2;0
106305;6;0
106312;3;0
106313;6;0
106314;6;0
106315;0;0
106316;1;1
106317;5;0
106318;10;0
106319;0;0
106320;0;0
106321;0;0
106322;1;0
106326;0;0
106327;0;0
106329;5;0
106331;4;0
106332;2;0
106333;0;0
106334;0;0
106335;0;0
106336;0;0
106337;0;0
106338;0;0
106339;26;0
106340;4;0
106341;4;0
106342;4;0
106343;3;0
106344;1;0
106345;4;0
106346;0;0
106347;1;0
106348;3;0
106349;2;0
106354;0;0
106355;0;0
106358;0;0
106359;2;0
106360;7;0
106361;3;0
106362;6;0
106363;8;0
106365;1;0
106366;18;0
106367;11;0
106368;4;0
106369;49;0
106370;2;0
106371;89;0
106372;46;0
106373;29;0
106374;30;0
106375;0;0
106376;0;0
106380;7;0
106381;27;0
106382;7;0
106383;5;0
106384;6;0
106385;2;0
106389;0;0
106390;38;0
106392;0;0
106393;62;0
106394;1;0
106395;1;0
106396;1;0
106398;7;0
106399;17;0
106400;11;0
106401;11;0
106402;1;0
106403;0;0
106404;0;0
106405;0;0
106406;3;0
106410;0;0
106411;0;0
106412;0;0
106413;0;0
106414;0;0
106418;3;0
106419;7;0
106420;0;0
106421;0;0
106422;0;0
106423;68;0
106424;0;0
106425;0;0
106426;2;0
106427;0;0
106428;0;0
106429;0;0
106430;0;0
106431;0;0
106432;14;0
106433;2;0
106434;14;0
106435;3;0
106439;0;0
106440;11;0
106441;1;0
106442;1;0
106443;2;0
106444;5;0
106445;2;0
106446;1;0
106447;3;0
106448;4;0
106449;4;0
106450;6;0
106451;6;0
106452;5;0
106453;0;0
106454;12;0
106458;3;0
106459;9;0
106460;1;0
106461;0;0
106462;1;0
106463;0;0
106464;1;0
106465;1;0
106466;0;0
106467;1;0
106468;0;0
106469;0;0
106470;0;0
106471;0;0
106472;2;0
106473;8;0
106474;11;0
106475;3;0
106476;4;0
106477;0;0
106478;8;0
106479;10;0
106480;9;0
106481;5;0
106482;73;0
106483;15;0
106484;5;0
106485;5;0
106486;12;0
106487;1;0
106488;4;0
106489;5;0
106490;2;0
106491;1;0
106492;0;0
106496;18;0
106497;16;0
106498;17;0
106499;18;0
106500;15;0
106501;17;0
106502;17;0
106504;12;0
106505;9;0
106506;14;0
106507;15;0
106508;13;0
106509;18;0
106510;11;0
106511;9;0
106512;3;0
106513;10;0
106514;5;0
106515;15;0
106516;0;0
106517;15;0
106518;13;0
106519;19;0
106520;11;0
106521;24;0
106522;5;1
106523;10;0
106524;8;0
106525;9;0
106526;5;0
106527;22;0
106528;1;0
106529;8;0
106530;1;0
106531;4;0
106533;2;0
106534;0;0
106535;1;0
106543;28;0
106544;30;0
106545;17;0
106546;16;0
106547;27;0
106548;15;0
106549;13;0
106550;16;0
106551;0;0
106553;6;0
106554;20;0
106555;24;0
106556;19;0
106557;11;0
106558;9;0
106559;7;0
106560;0;0
106561;26;0
106562;19;0
106563;18;0
106564;20;0
106565;69;0
106566;61;0
106567;17;0
106568;35;0
106569;0;0
106570;0;0
106571;0;0
106572;2;0
106573;0;0
106577;0;0
106578;31;0
106579;31;0
106580;28;0
106581;0;0
106582;27;0
106583;8;0
106585;2;0
106588;6;0
106589;4;0
106590;3;0
106591;5;0
106595;0;0
106596;0;0
106597;12;0
106598;6;0
106599;0;0
106600;0;0
106601;13;0
106602;3;0
106603;0;0
106604;0;0
106605;5;0
106606;3;0
106607;35;0
106608;0;0
106609;0;0
106610;5;4
106613;0;0
106614;1;0
106615;9;0
106616;4;0
106617;2;0
106618;2;0
106619;3;0
106620;1;0
106621;10;0
106622;13;0
106623;4;0
106624;8;0
106625;5;0
106626;7;0
106627;9;0
106628;4;0
106629;1;0
106630;8;0
106631;26;0
106632;6;0
106634;39;0
106635;3;0
106637;12;0
106638;21;0
106639;12;0
106640;2;0
106641;36;0
106642;1;0
106643;0;0
106644;6;0
106647;31;0
106648;28;0
106649;4;0
106650;14;0
106651;8;0
106652;16;0
106653;25;0
106654;21;0
106656;5;0
106657;12;0
106658;22;0
106659;15;0
106664;21;0
106665;5;0
106666;4;0
106667;2;0
106668;11;0
106669;6;0
106670;2;0
106671;1;0
106672;21;0
106673;16;0
106674;13;0
106675;5;0
106676;21;0
106677;8;0
106678;20;0
106679;10;0
106680;20;0
106681;3;0
106682;17;0
106683;4;0
106684;28;0
106686;0;0
106689;0;0
106690;32;0
106691;48;1
106692;2;0
106693;0;0
106696;47;0
106697;38;0
106698;3;0
106699;8;0
106700;4;0
106701;5;0
106702;3;1
106703;0;0
106704;0;0
106705;0;0
106706;9;0
106707;13;0
106708;11;0
106709;10;0
106710;12;0
106711;6;0
106712;0;0
106713;1;0
106714;0;0
106715;11;0
106716;17;0
106717;5;0
106718;0;0
106719;38;0
106732;39;0
106733;3;0
106734;0;0
106735;0;0
106736;0;0
106737;0;0
106738;0;0
106739;0;0
106740;16;0
106741;5;0
106743;3;0
106744;1;0
106745;3;0
106746;1;0
106747;0;0
106753;30;0
106754;7;0
106755;10;0
106756;0;0
106761;0;0
106762;1;1
106764;1;0
106765;35;0
106766;29;0
106767;2;0
106768;3;0
106769;0;0
106770;0;0
106771;10;0
106772;2;0
106773;0;0
106774;17;0
106775;21;0
106777;2;0
106778;0;0
106779;0;0
106780;2;0
106783;20;0
106785;1;0
106786;8;0
106787;6;0
106788;3;0
106789;1;0
106790;16;0
106791;3;0
106792;4;0
106793;0;0
106794;19;0
106795;2;0
106796;2;0
106797;45;1
106798;14;0
106799;6;0
106800;25;1
106801;9;0
106802;7;0
106803;20;0
106804;8;0
106805;8;0
106806;19;0
106807;5;0
106808;5;0
106809;17;0
106810;4;0
106811;11;0
106812;13;0
106813;8;0
106814;10;0
106815;6;0
106816;9;0
106817;1;0
106820;14;0
106821;4;0
106822;5;0
106823;20;0
106824;9;0
106825;7;0
106826;31;0
106827;8;0
106828;6;0
106829;86;0
106830;82;0
106832;1;0
106833;19;0
106834;1;0
106835;6;0
106836;1;0
106837;0;0
106838;0;0
106839;0;0
106840;0;0
106841;25;0
106843;11;0
106844;14;0
106845;7;0
106846;19;0
106847;0;0
106848;2;0
106849;8;0
106850;19;0
106851;5;0
106852;20;0
106853;0;0
106854;8;0
106855;0;0
106857;4;0
106858;0;0
106859;10;2
106860;6;0
106861;7;0
106862;0;0
106863;10;0
106864;10;1
106865;6;0
106866;3;0
106867;0;0
106869;13;0
106870;10;0
106871;11;0
106872;6;0
106873;8;0
106874;15;0
106875;17;0
106876;3;0
106877;15;0
106878;9;0
106879;25;0
106880;14;0
106881;5;0
106882;2;0
106883;13;0
106884;0;0
106885;18;0
106886;2;0
106887;25;0
106888;3;0
106889;5;0
106890;3;0
106891;12;0
106892;8;0
106893;4;0
106894;5;0
106895;4;0
106896;1;0
106898;19;0
106899;9;0
106900;13;0
106901;1;0
106902;9;0
106903;2;0
106904;4;0
106905;10;0
106906;4;0
106907;1;0
106910;2;0
106911;0;0
106914;9;0
106915;0;0
106916;25;0
106917;2;0
106918;16;0
106919;6;0
106920;7;0
106923;7;0
106924;13;0
106925;7;0
106926;11;0
106929;8;0
106930;2;0
106931;0;0
106933;3;0
106934;5;0
106935;5;0
106936;1;0
106937;1;0
106938;18;0
106939;3;0
106940;13;0
106941;2;0
106942;14;0
106943;4;0
106944;18;0
106945;1;0
106946;18;0
106947;2;0
106948;20;0
106949;23;0
106950;20;0
106951;23;0
106954;15;0
106958;0;0
90000;-102;0
90010;-17;0
90050;-401;0
90051;-1;0
90051;0;0
90055;0;0
90060;-51;0
9999000;-1;0
9999900000;-4886;0
9999900001;-139141;0
9999900002;-124189;0
9999900003;-1;0
9999900004;-16;0
9999900005;0;0
9999920000;-933;0
9999930000;-3729;0
9999999911;-1;0
9999999960;-28840;0
9999999998;-2;0
